normalized_key,level,hazard_type,area_ratio,rank_avg,rank_max,source,acquired_on
埼玉県富士見市鶴瀬西,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県富士見市鶴馬,town,flood,0.665,2.3603,5.0,mlit_a31-22,2026-09-05
埼玉県小川町ひばり台,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町みどりが丘,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町上古寺,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町上横田,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町下横田,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町下里,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町中爪,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町伊勢根,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町勝呂,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町原川,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町増尾,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町大塚,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町奈良梨,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町小川,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町木呂子,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町木部,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町東小川,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町笠原,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町能増,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町腰越,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町西古里,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町角山,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町青山,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町靭負,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町飯田,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町高見,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小川町高谷,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町三山,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町下小鹿野,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町両神小森下原,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町両神小森堀田,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町両神小森本沢,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町両神小森芝寿田,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町両神小森芦の和田,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町両神薄下大平戸,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町両神薄下須川,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町両神薄加明地,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町両神薄午房,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町両神薄南小沢口,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町両神薄大谷,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町両神薄東腰,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町両神薄白井差,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町両神薄竹平,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町伊豆沢,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町小鹿野,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町日尾,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町河原沢,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町般若,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町藤倉,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町長留,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県小鹿野町飯田,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県嵐山町むさし台,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県嵐山町勝田,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県嵐山町千手堂,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県嵐山町古里,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県嵐山町吉田,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県嵐山町大蔵,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県嵐山町太郎丸,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県嵐山町将軍沢,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県嵐山町川島,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県嵐山町平沢,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県嵐山町平沢土地区画整理区域内,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県嵐山町広野,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県嵐山町志賀,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県嵐山町杉山,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県嵐山町根岸,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県嵐山町菅谷,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県嵐山町越畑,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県嵐山町遠山,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県嵐山町鎌形,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川口市三ツ和,town,flood,1.0,2.0521,5.0,mlit_a31-22,2026-09-05
埼玉県川口市上青木,town,flood,1.0,2.4502,4.0,mlit_a31-22,2026-09-05
埼玉県川口市上青木西,town,flood,1.0,2.504,3.0,mlit_a31-22,2026-09-05
埼玉県川口市並木,town,flood,1.0,2.9549,4.0,mlit_a31-22,2026-09-05
埼玉県川口市並木元町,town,flood,1.0,3.0035,4.0,mlit_a31-22,2026-09-05
埼玉県川口市中青木,town,flood,1.0,3.0,3.0,mlit_a31-22,2026-09-05
埼玉県川口市久左衛門新田,town,flood,0.9868,1.9075,3.0,mlit_a31-22,2026-09-05
埼玉県川口市仲町,town,flood,1.0,3.0,4.0,mlit_a31-22,2026-09-05
埼玉県川口市伊刈,town,flood,0.968,1.928,4.0,mlit_a31-22,2026-09-05
埼玉県川口市元郷,town,flood,1.0,3.1859,5.0,mlit_a31-22,2026-09-05
埼玉県川口市八幡木,town,flood,1.0,2.0058,3.0,mlit_a31-22,2026-09-05
埼玉県川口市前上町,town,flood,1.0,2.0,2.0,mlit_a31-22,2026-09-05
埼玉県川口市前川,town,flood,1.0,2.0184,4.0,mlit_a31-22,2026-09-05
埼玉県川口市前川町,town,flood,1.0,2.0387,3.0,mlit_a31-22,2026-09-05
埼玉県川口市前田,town,flood,1.0,3.2402,4.0,mlit_a31-22,2026-09-05
埼玉県川口市前野宿,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川口市北原台,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川口市北園町,town,flood,1.0,1.9957,2.0,mlit_a31-22,2026-09-05
埼玉県川口市南前川,town,flood,1.0,2.5251,4.0,mlit_a31-22,2026-09-05
埼玉県川口市南町,town,flood,1.0,3.1349,4.0,mlit_a31-22,2026-09-05
埼玉県川口市南鳩が谷,town,flood,1.0,2.6728,4.0,mlit_a31-22,2026-09-05
埼玉県川口市原町,town,flood,1.0,3.1513,4.0,mlit_a31-22,2026-09-05
埼玉県川口市在家町,town,flood,1.0,2.1228,4.0,mlit_a31-22,2026-09-05
埼玉県川口市坂下町,town,flood,0.9814,1.9594,5.0,mlit_a31-22,2026-09-05
埼玉県川口市大竹,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川口市安行,town,flood,0.1854,0.2377,2.0,mlit_a31-22,2026-09-05
埼玉県川口市安行出羽,town,flood,0.8301,1.2465,4.0,mlit_a31-22,2026-09-05
埼玉県川口市安行北谷,town,flood,0.5925,0.6164,2.0,mlit_a31-22,2026-09-05
埼玉県川口市安行原,town,flood,0.2102,0.2683,2.0,mlit_a31-22,2026-09-05
埼玉県川口市安行吉岡,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川口市安行吉蔵,town,flood,0.9503,1.6576,4.0,mlit_a31-22,2026-09-05
埼玉県川口市安行小山,town,flood,0.1708,0.2606,2.0,mlit_a31-22,2026-09-05
埼玉県川口市安行慈林,town,flood,0.0888,0.1197,2.0,mlit_a31-22,2026-09-05
埼玉県川口市安行藤八,town,flood,0.9582,1.7172,3.0,mlit_a31-22,2026-09-05
埼玉県川口市安行西立野,town,flood,0.4062,0.4934,2.0,mlit_a31-22,2026-09-05
埼玉県川口市安行領在家,town,flood,1.0,2.097,4.0,mlit_a31-22,2026-09-05
埼玉県川口市安行領家,town,flood,0.3621,0.4837,4.0,mlit_a31-22,2026-09-05
埼玉県川口市安行領根岸,town,flood,0.7391,1.4593,4.0,mlit_a31-22,2026-09-05
埼玉県川口市宮町,town,flood,1.0,3.1094,4.0,mlit_a31-22,2026-09-05
埼玉県川口市小谷場,town,flood,0.7834,1.5474,3.0,mlit_a31-22,2026-09-05
埼玉県川口市峯,town,flood,0.1382,0.1792,3.0,mlit_a31-22,2026-09-05
埼玉県川口市川口,town,flood,0.9807,2.949,4.0,mlit_a31-22,2026-09-05
埼玉県川口市差間,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川口市幸町,town,flood,1.0,3.0363,4.0,mlit_a31-22,2026-09-05
埼玉県川口市弥平,town,flood,1.0,3.0205,5.0,mlit_a31-22,2026-09-05
埼玉県川口市戸塚,town,flood,0.238,0.3086,4.0,mlit_a31-22,2026-09-05
埼玉県川口市戸塚南,town,flood,0.0044,0.0062,3.0,mlit_a31-22,2026-09-05
埼玉県川口市戸塚境町,town,flood,0.8571,1.1666,3.0,mlit_a31-22,2026-09-05
埼玉県川口市戸塚東,town,flood,0.9187,1.5103,3.0,mlit_a31-22,2026-09-05
埼玉県川口市戸塚鋏町,town,flood,0.8722,1.2515,3.0,mlit_a31-22,2026-09-05
埼玉県川口市新井宿,town,flood,0.0385,0.047,2.0,mlit_a31-22,2026-09-05
埼玉県川口市新井町,town,flood,1.0,3.0011,4.0,mlit_a31-22,2026-09-05
埼玉県川口市新堀,town,flood,0.7428,1.0542,3.0,mlit_a31-22,2026-09-05
埼玉県川口市新堀町,town,flood,0.9605,1.615,2.0,mlit_a31-22,2026-09-05
埼玉県川口市朝日,town,flood,1.0,2.9434,4.0,mlit_a31-22,2026-09-05
埼玉県川口市木曽呂,town,flood,0.3043,0.6127,4.0,mlit_a31-22,2026-09-05
埼玉県川口市末広,town,flood,1.0,3.0166,4.0,mlit_a31-22,2026-09-05
埼玉県川口市本前川,town,flood,1.0,2.0392,4.0,mlit_a31-22,2026-09-05
埼玉県川口市本町,town,flood,0.9924,3.0282,4.0,mlit_a31-22,2026-09-05
埼玉県川口市本蓮,town,flood,0.9848,1.5141,3.0,mlit_a31-22,2026-09-05
埼玉県川口市東内野,town,flood,0.0007,0.0011,3.0,mlit_a31-22,2026-09-05
埼玉県川口市東川口,town,flood,0.8504,1.7093,4.0,mlit_a31-22,2026-09-05
埼玉県川口市東本郷,town,flood,0.4265,0.5838,2.0,mlit_a31-22,2026-09-05
埼玉県川口市東貝塚,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川口市東領家,town,flood,1.0,2.7848,4.0,mlit_a31-22,2026-09-05
埼玉県川口市柳崎,town,flood,0.8182,1.6054,3.0,mlit_a31-22,2026-09-05
埼玉県川口市柳根町,town,flood,1.0,2.0546,4.0,mlit_a31-22,2026-09-05
埼玉県川口市栄町,town,flood,1.0,3.0332,4.0,mlit_a31-22,2026-09-05
埼玉県川口市桜町,town,flood,0.0613,0.1171,2.0,mlit_a31-22,2026-09-05
埼玉県川口市榛松,town,flood,0.7088,1.0631,2.0,mlit_a31-22,2026-09-05
埼玉県川口市江戸,town,flood,0.9917,1.8937,3.0,mlit_a31-22,2026-09-05
埼玉県川口市江戸袋,town,flood,0.9942,1.8046,2.0,mlit_a31-22,2026-09-05
埼玉県川口市河原町,town,flood,0.1205,0.4752,5.0,mlit_a31-22,2026-09-05
埼玉県川口市源左衛門新田,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川口市石神,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川口市神戸,town,flood,0.0707,0.1074,2.0,mlit_a31-22,2026-09-05
埼玉県川口市緑町,town,flood,1.0,3.2445,5.0,mlit_a31-22,2026-09-05
埼玉県川口市舟戸町,town,flood,0.0447,0.1491,4.0,mlit_a31-22,2026-09-05
埼玉県川口市芝,town,flood,0.929,1.9158,5.0,mlit_a31-22,2026-09-05
埼玉県川口市芝下,town,flood,1.0,2.0022,3.0,mlit_a31-22,2026-09-05
埼玉県川口市芝中田,town,flood,1.0,2.3667,4.0,mlit_a31-22,2026-09-05
埼玉県川口市芝園町,town,flood,1.0,2.0,2.0,mlit_a31-22,2026-09-05
埼玉県川口市芝塚原,town,flood,1.0,2.0006,3.0,mlit_a31-22,2026-09-05
埼玉県川口市芝宮根町,town,flood,1.0,1.9936,2.0,mlit_a31-22,2026-09-05
埼玉県川口市芝富士,town,flood,1.0,1.9959,3.0,mlit_a31-22,2026-09-05
埼玉県川口市芝新町,town,flood,1.0,2.0026,3.0,mlit_a31-22,2026-09-05
埼玉県川口市芝東町,town,flood,1.0,2.0019,3.0,mlit_a31-22,2026-09-05
埼玉県川口市芝樋ノ爪,town,flood,1.0,2.0,2.0,mlit_a31-22,2026-09-05
埼玉県川口市芝西,town,flood,0.998,1.9907,2.0,mlit_a31-22,2026-09-05
埼玉県川口市芝高木,town,flood,1.0,2.0,2.0,mlit_a31-22,2026-09-05
埼玉県川口市荒川町,town,flood,0.0604,0.2284,5.0,mlit_a31-22,2026-09-05
埼玉県川口市蓮沼,town,flood,0.8196,0.8872,2.0,mlit_a31-22,2026-09-05
埼玉県川口市藤兵衛新田,town,flood,0.8685,1.646,3.0,mlit_a31-22,2026-09-05
埼玉県川口市行衛,town,flood,0.8688,2.1573,4.0,mlit_a31-22,2026-09-05
埼玉県川口市西川口,town,flood,1.0,2.9762,4.0,mlit_a31-22,2026-09-05
埼玉県川口市西新井宿,town,flood,0.0745,0.117,2.0,mlit_a31-22,2026-09-05
埼玉県川口市西立野,town,flood,0.0311,0.0332,2.0,mlit_a31-22,2026-09-05
埼玉県川口市西青木,town,flood,1.0,2.9854,4.0,mlit_a31-22,2026-09-05
埼玉県川口市赤井,town,flood,0.5324,1.0552,4.0,mlit_a31-22,2026-09-05
埼玉県川口市赤山,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川口市赤芝新田,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川口市辻,town,flood,1.0,2.1446,4.0,mlit_a31-22,2026-09-05
埼玉県川口市道合,town,flood,0.4869,0.9231,4.0,mlit_a31-22,2026-09-05
埼玉県川口市里,town,flood,0.9287,1.8816,4.0,mlit_a31-22,2026-09-05
埼玉県川口市金山町,town,flood,0.9913,2.9917,4.0,mlit_a31-22,2026-09-05
埼玉県川口市長蔵,town,flood,0.9248,1.5908,3.0,mlit_a31-22,2026-09-05
埼玉県川口市長蔵新田,town,flood,0.1033,0.1062,2.0,mlit_a31-22,2026-09-05
埼玉県川口市青木,town,flood,1.0,3.1095,4.0,mlit_a31-22,2026-09-05
埼玉県川口市領家,town,flood,0.9967,3.3042,5.0,mlit_a31-22,2026-09-05
埼玉県川口市飯原町,town,flood,1.0,3.7793,5.0,mlit_a31-22,2026-09-05
埼玉県川口市飯塚,town,flood,0.9981,3.1394,5.0,mlit_a31-22,2026-09-05
埼玉県川口市鳩が谷本町,town,flood,0.1106,0.1979,2.0,mlit_a31-22,2026-09-05
埼玉県川口市鳩が谷緑町,town,flood,1.0,3.3633,4.0,mlit_a31-22,2026-09-05
埼玉県川島町かわじま,town,flood,0.9542,2.9157,4.0,mlit_a31-22,2026-09-05
埼玉県川島町一本木,town,flood,0.8624,2.5975,4.0,mlit_a31-22,2026-09-05
埼玉県川島町三保谷宿,town,flood,0.4823,1.8075,4.0,mlit_a31-22,2026-09-05
埼玉県川島町上伊草,town,flood,0.8664,3.0168,4.0,mlit_a31-22,2026-09-05
埼玉県川島町上八ツ林,town,flood,1.0,3.6409,4.0,mlit_a31-22,2026-09-05
埼玉県川島町上大屋敷,town,flood,0.3923,1.5428,4.0,mlit_a31-22,2026-09-05
埼玉県川島町上小見野,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川島町上狢,town,flood,1.0,4.0327,5.0,mlit_a31-22,2026-09-05
埼玉県川島町下伊草,town,flood,0.5442,2.0098,4.0,mlit_a31-22,2026-09-05
埼玉県川島町下八ツ林,town,flood,0.9474,3.5132,4.0,mlit_a31-22,2026-09-05
埼玉県川島町下大屋敷,town,flood,0.6808,2.6872,4.0,mlit_a31-22,2026-09-05
埼玉県川島町下小見野,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川島町下狢,town,flood,1.0,4.0018,5.0,mlit_a31-22,2026-09-05
埼玉県川島町中山,town,flood,1.0,3.0245,4.0,mlit_a31-22,2026-09-05
埼玉県川島町伊草,town,flood,0.9547,3.4553,4.0,mlit_a31-22,2026-09-05
埼玉県川島町八幡,town,flood,0.763,2.0343,5.0,mlit_a31-22,2026-09-05
埼玉県川島町出丸下郷,town,flood,0.5789,2.3002,4.0,mlit_a31-22,2026-09-05
埼玉県川島町出丸中郷,town,flood,0.2462,0.9631,4.0,mlit_a31-22,2026-09-05
埼玉県川島町出丸本,town,flood,1.0,3.988,4.0,mlit_a31-22,2026-09-05
埼玉県川島町北園部,town,flood,0.618,1.8014,3.0,mlit_a31-22,2026-09-05
埼玉県川島町北戸守,town,flood,0.691,1.7949,3.0,mlit_a31-22,2026-09-05
埼玉県川島町南園部,town,flood,1.0,2.945,4.0,mlit_a31-22,2026-09-05
埼玉県川島町南戸守,town,flood,0.9995,2.6002,4.0,mlit_a31-22,2026-09-05
埼玉県川島町吉原,town,flood,1.0,3.9746,4.0,mlit_a31-22,2026-09-05
埼玉県川島町吹塚,town,flood,0.8731,2.6696,4.0,mlit_a31-22,2026-09-05
埼玉県川島町安塚,town,flood,0.9963,3.972,5.0,mlit_a31-22,2026-09-05
埼玉県川島町宮前,town,flood,1.0,3.9923,5.0,mlit_a31-22,2026-09-05
埼玉県川島町山が谷戸,town,flood,0.615,2.4194,4.0,mlit_a31-22,2026-09-05
埼玉県川島町平沼,town,flood,0.9906,3.8795,4.0,mlit_a31-22,2026-09-05
埼玉県川島町新堀,town,flood,1.0,3.967,4.0,mlit_a31-22,2026-09-05
埼玉県川島町曲師,town,flood,0.6032,2.4224,5.0,mlit_a31-22,2026-09-05
埼玉県川島町東大塚,town,flood,0.3848,1.4185,5.0,mlit_a31-22,2026-09-05
埼玉県川島町松永,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川島町梅ノ木,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川島町正直,town,flood,0.0496,0.1201,3.0,mlit_a31-22,2026-09-05
埼玉県川島町牛が谷戸,town,flood,0.9999,3.8742,4.0,mlit_a31-22,2026-09-05
埼玉県川島町畑中,town,flood,1.0,3.8294,4.0,mlit_a31-22,2026-09-05
埼玉県川島町白井沼,town,flood,1.0,3.9683,5.0,mlit_a31-22,2026-09-05
埼玉県川島町紫竹,town,flood,1.0,3.971,5.0,mlit_a31-22,2026-09-05
埼玉県川島町芝沼,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川島町虫塚,town,flood,0.0113,0.0338,3.0,mlit_a31-22,2026-09-05
埼玉県川島町表,town,flood,1.0,3.9552,4.0,mlit_a31-22,2026-09-05
埼玉県川島町西谷,town,flood,1.0,3.9743,4.0,mlit_a31-22,2026-09-05
埼玉県川島町角泉,town,flood,0.5539,2.2052,5.0,mlit_a31-22,2026-09-05
埼玉県川島町谷中,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川島町釘無,town,flood,0.3859,1.551,5.0,mlit_a31-22,2026-09-05
埼玉県川島町長楽,town,flood,0.1286,0.3569,4.0,mlit_a31-22,2026-09-05
埼玉県川島町飯島,town,flood,1.0,3.9942,4.0,mlit_a31-22,2026-09-05
埼玉県川島町鳥羽井,town,flood,0.0294,0.0942,4.0,mlit_a31-22,2026-09-05
埼玉県川越市かし野台,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市かすみ野,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市かわつる三芳野,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市むさし野,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市むさし野南,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市三久保町,town,flood,0.0864,0.1528,2.0,mlit_a31-22,2026-09-05
埼玉県川越市三光町,town,flood,0.4646,0.9306,3.0,mlit_a31-22,2026-09-05
埼玉県川越市上寺山,town,flood,0.8412,1.6638,3.0,mlit_a31-22,2026-09-05
埼玉県川越市上戸,town,flood,0.952,1.796,3.0,mlit_a31-22,2026-09-05
埼玉県川越市上戸新町,town,flood,0.9828,1.9204,3.0,mlit_a31-22,2026-09-05
埼玉県川越市上新河岸,town,flood,0.9598,2.8001,4.0,mlit_a31-22,2026-09-05
埼玉県川越市上松原,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市上老袋,town,flood,0.3869,0.8881,4.0,mlit_a31-22,2026-09-05
埼玉県川越市上野田町,town,flood,0.9763,1.8547,3.0,mlit_a31-22,2026-09-05
埼玉県川越市下小坂,town,flood,0.6637,1.9894,4.0,mlit_a31-22,2026-09-05
埼玉県川越市下広谷,town,flood,0.0503,0.0879,4.0,mlit_a31-22,2026-09-05
埼玉県川越市下新河岸,town,flood,0.3111,0.9125,4.0,mlit_a31-22,2026-09-05
埼玉県川越市下松原,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市下老袋,town,flood,0.997,2.2889,4.0,mlit_a31-22,2026-09-05
埼玉県川越市下赤坂,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市並木,town,flood,1.0,2.8347,4.0,mlit_a31-22,2026-09-05
埼玉県川越市並木新町,town,flood,1.0,2.9092,4.0,mlit_a31-22,2026-09-05
埼玉県川越市並木西町,town,flood,1.0,3.0062,4.0,mlit_a31-22,2026-09-05
埼玉県川越市中原町,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市中台,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市中台元町,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市中台南,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市中福,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市中福東,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市中老袋,town,flood,0.2255,0.4779,4.0,mlit_a31-22,2026-09-05
埼玉県川越市久下戸,town,flood,1.0,3.3926,4.0,mlit_a31-22,2026-09-05
埼玉県川越市久保町,town,flood,0.0868,0.0872,2.0,mlit_a31-22,2026-09-05
埼玉県川越市今成,town,flood,0.9901,1.8905,3.0,mlit_a31-22,2026-09-05
埼玉県川越市今泉,town,flood,1.0,3.2746,4.0,mlit_a31-22,2026-09-05
埼玉県川越市今福,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市仙波町,town,flood,0.2123,0.482,4.0,mlit_a31-22,2026-09-05
埼玉県川越市仲町,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市伊佐沼,town,flood,0.9997,2.5715,4.0,mlit_a31-22,2026-09-05
埼玉県川越市伊勢原町,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市元町,town,flood,0.0268,0.0664,3.0,mlit_a31-22,2026-09-05
埼玉県川越市八ツ島,town,flood,1.0,2.8862,4.0,mlit_a31-22,2026-09-05
埼玉県川越市六軒町,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市北田島,town,flood,0.9967,2.0243,3.0,mlit_a31-22,2026-09-05
埼玉県川越市南台,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市南大塚,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市南田島,town,flood,0.9971,3.293,4.0,mlit_a31-22,2026-09-05
埼玉県川越市南通町,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市古市場,town,flood,0.9994,3.4491,4.0,mlit_a31-22,2026-09-05
埼玉県川越市古谷上,town,flood,0.5087,1.2854,4.0,mlit_a31-22,2026-09-05
埼玉県川越市古谷本郷,town,flood,0.9706,3.1338,4.0,mlit_a31-22,2026-09-05
埼玉県川越市吉田,town,flood,0.021,0.0306,3.0,mlit_a31-22,2026-09-05
埼玉県川越市吉田新町,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市問屋町,town,flood,1.0,2.0169,4.0,mlit_a31-22,2026-09-05
埼玉県川越市喜多町,town,flood,0.0512,0.1022,3.0,mlit_a31-22,2026-09-05
埼玉県川越市四都野台,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市城下町,town,flood,0.931,1.7361,3.0,mlit_a31-22,2026-09-05
埼玉県川越市増形,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市大中居,town,flood,1.0,2.9151,4.0,mlit_a31-22,2026-09-05
埼玉県川越市大仙波,town,flood,0.9982,2.7947,4.0,mlit_a31-22,2026-09-05
埼玉県川越市大塚,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
埼玉県川越市大塚新町,town,flood,0.0,0.0,0.0,mlit_a31-22,2026-09-05
